AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn,Churn_Value
22,9.801543644,,Premium,Mailed check,No,Both,Yes,Computer,10.83072211,22.17722021,25,Sci-Fi,,7,Male,7,Yes,,G6BP6AGJTP,0,
30,8.877794838,266.3338451,Standard,Bank transfer,No,TV Shows,Yes,TV,33.42053557,174.9047494,22,Action,2.898639105,2,Female,21,Yes,Yes,3WBV3E1D36,0,
86,,1106.984174,Premium,Bank transfer,Yes,TV Shows,No,TV,19.09592907,156.8807721,0,,,0,Male,18,Yes,,OGZFUS04WU,0,
5,8.90071517,44.50357585,Standard,Credit card,Yes,Both,Yes,Mobile,26.25872787,62.54815666,25,Action,,3,Female,18,No,,1K1M7OBMB3,0,
74,,1400.629793,Standard,Bank transfer,No,Movies,No,Mobile,29.78768829,92.22789264,7,Sci-Fi,3.045945868,5,Female,14,No,,5XZJ4HOK0M,0,
72,18.61368383,1340.185236,Basic,Electronic check,Yes,Both,Yes,Computer,25.75871752,167.6314098,9,Comedy,3.113433649,7,Female,15,Yes,,RA0Q2B4M7A,0,
21,7.526048814,158.0470251,Standard,Credit card,Yes,Both,No,Mobile,27.97189253,30.7931058,18,Comedy,4.632832517,5,Male,8,No,,BWUL3E7213,0,
74,,493.221473,Basic,Bank transfer,No,Both,No,,4.647168546,78.75998207,38,Comedy,2.393574943,7,Male,16,No,,NSJ7R2HKGE,0,
105,13.80314344,,Standard,Credit card,Yes,Both,Yes,Mobile,37.57308266,15.03787051,4,Fantasy,,0,,18,Yes,Yes,LEQ2SPHHL6,0,
48,18.75560156,,Premium,,Yes,Both,No,TV,15.50644146,136.2228235,40,Comedy,4.358640746,7,Female,24,No,,GLTG31MOIR,0,
93,12.85829112,1195.821074,Standard,Bank transfer,No,Both,Yes,TV,31.89030965,75.76074803,34,Action,4.049705036,4,Male,19,No,,CA2PHT9NWH,0,
112,15.74605161,,Basic,Credit card,Yes,Both,Yes,,12.52050836,94.3277797,49,,2.518646281,5,Female,14,Yes,,GIJVMGRJFU,0,
11,10.39001471,,Basic,Bank transfer,No,Both,No,Computer,18.11417037,79.03227554,42,Fantasy,1.050335379,4,Female,16,No,Yes,2L6HZ6JJGP,0,
40,16.33146642,653.2586567,Premium,Electronic check,No,Both,No,Tablet,26.51838696,148.5478274,30,Fantasy,3.126181063,3,Male,15,Yes,,26HYTQ71V5,0,
13,8.326028947,,Premium,,Yes,TV Shows,No,Computer,35.49507282,178.0430622,15,Drama,3.531709993,0,Female,17,No,,ASUKOF827I,0,
7,,130.0711559,Basic,Bank transfer,Yes,Both,Yes,Mobile,10.4198986,171.9547435,23,,2.789056391,0,,5,Yes,,6NWTMMXFNE,0,
71,18.3927713,1305.886762,,,No,Movies,No,TV,6.868602626,38.51091575,32,Action,1.399520573,1,Male,15,No,,YW1TQF8ENJ,0,
57,19.25634415,1097.611617,Premium,Bank transfer,No,Movies,No,Mobile,32.22730707,165.4952179,7,Comedy,,5,Male,23,No,,JY57X5TRMO,0,
75,5.321912124,399.1434093,Basic,,No,TV Shows,Yes,Computer,13.28975989,141.2181047,0,Action,,3,Female,18,No,,LNQORYMH26,0,
106,5.35138848,,Standard,,Yes,Movies,Yes,TV,9.1585222,117.5164785,9,Action,1.171765951,1,Male,11,Yes,,GH9A22N66B,0,
35,13.45991027,,Premium,Mailed check,No,Movies,No,TV,25.14219024,32.68506049,4,Comedy,2.593705056,6,Male,1,Yes,,VN65AE43O6,0,
75,13.90902216,1043.176662,Standard,Credit card,Yes,Both,No,Mobile,17.30177136,23.65357224,13,Action,4.01703588,4,Male,2,No,Yes,KS9FTKV2DQ,1,
36,15.92298983,,Basic,Mailed check,No,Both,No,Computer,23.09477618,161.3812327,3,Comedy,,3,Male,2,No,,WABF53RSD0,0,
2,17.12165739,34.24331477,Standard,Mailed check,No,Movies,No,TV,32.41006919,56.23631938,20,Drama,4.634447557,8,Male,19,Yes,Yes,JCP7F0F4IZ,0,
86,,1253.072311,Standard,,Yes,Movies,Yes,Computer,21.46149818,77.77099425,28,Fantasy,3.210023766,0,Male,12,Yes,,PHPFEBIGBE,0,
38,,663.816374,Standard,Bank transfer,Yes,Both,Yes,TV,19.59603443,54.34176131,2,Drama,4.355195066,0,Male,1,No,,8YUG2KSKFD,1,
34,15.84628781,538.7737854,Standard,,Yes,Movies,Yes,Mobile,16.12236828,97.91702129,28,Comedy,4.075564622,5,Male,10,No,,O2RVL1WTJQ,0,
47,15.85612527,745.2378875,Premium,,No,Movies,Yes,TV,26.28875344,23.33021494,5,Comedy,,9,Female,14,No,,TWLBEGJPJE,1,
25,11.51263797,,Basic,,Yes,TV Shows,Yes,TV,28.29125949,84.80992993,47,Fantasy,,7,Female,13,Yes,,JUSSZ0TYNB,0,
77,17.08414505,1315.479169,Basic,Bank transfer,Yes,Both,No,Computer,31.3043008,36.69464196,7,,,5,Male,17,Yes,,G7ZUOCOKKN,1,
55,13.2837951,730.6087308,Basic,Bank transfer,Yes,Movies,No,Mobile,8.655617151,39.13592484,31,Comedy,1.357740627,6,Female,10,No,,KGINLK6E4A,1,
100,8.569442147,856.9442147,Standard,Bank transfer,Yes,Movies,No,Tablet,9.916502462,35.82644276,1,Drama,1.118813478,5,Female,4,Yes,,3UBWONJ9HM,0,
34,8.894812618,302.423629,Premium,Mailed check,No,Both,Yes,TV,5.286921487,149.7997293,13,Drama,3.157066954,8,Female,6,Yes,,NOEYROI0WW,0,
44,,811.7197284,Basic,Mailed check,Yes,Movies,Yes,Mobile,28.31281687,34.9621716,24,,2.493227573,2,Female,21,Yes,No,2639EQOIMD,0,
14,5.651174541,79.11644357,Premium,Electronic check,Yes,TV Shows,No,Mobile,32.31333871,36.21862679,43,,4.034370197,2,Male,16,No,Yes,XJSI88BT5K,0,
117,15.90899543,1861.352465,Premium,Credit card,Yes,TV Shows,Yes,TV,16.30205697,37.10177368,25,Drama,1.048046329,1,Male,21,No,Yes,DV417WR3H8,0,
74,,1467.372948,Basic,Electronic check,Yes,Both,Yes,Tablet,21.48170004,80.07380832,33,Comedy,3.403898092,7,Female,17,No,,VKYYFI9JT0,0,
18,5.227676037,94.09816866,Standard,Electronic check,Yes,TV Shows,No,Mobile,28.17505237,36.55729586,26,Action,,4,Female,2,Yes,Yes,LTP4SEXPBP,0,
76,5.098481791,387.4846161,Basic,Credit card,No,TV Shows,No,Computer,20.73247849,68.05434114,1,Comedy,3.312491564,9,Female,16,No,,X2HXQZDL41,0,
63,10.93707284,689.0355887,Standard,Bank transfer,Yes,Both,Yes,TV,28.34693308,9.346276166,46,Comedy,2.784952374,8,Female,5,Yes,,MYP0E84TGK,0,
89,,1643.807859,Standard,Mailed check,Yes,TV Shows,Yes,TV,5.564469963,39.82291651,2,,1.712375238,3,Male,13,No,,UOEK0FDKQI,0,
114,11.34857514,1293.737566,Basic,Mailed check,No,Movies,Yes,,33.35674864,96.70465211,3,Sci-Fi,1.490040651,2,Female,14,Yes,,D7V1GQP4ZS,0,
92,12.72039983,1170.276784,Premium,,No,Movies,No,Computer,22.68228121,21.54861792,36,Drama,1.113246983,7,Male,24,Yes,,BP4NVKDHAQ,0,
96,12.8461057,1233.226148,Basic,Electronic check,Yes,Both,No,TV,20.90232604,107.071988,15,Action,1.017711977,4,Male,10,Yes,,VJPEAO45MX,0,
54,9.033418657,487.8046075,Basic,Bank transfer,No,Movies,Yes,Mobile,15.18964797,137.9098836,19,Drama,,5,Male,14,Yes,No,QOKIE06Y78,0,
29,6.513702582,188.8973749,Standard,Mailed check,No,Movies,Yes,Computer,1.550091186,141.123494,7,Sci-Fi,3.779706485,5,Male,19,No,Yes,FB0YUU644W,0,
44,16.20045875,712.8201849,Basic,Electronic check,Yes,TV Shows,No,TV,18.39518222,98.88674996,28,Fantasy,2.55027012,8,Female,17,No,,VGMSYM5ULT,0,
5,13.15059559,65.75297796,Basic,Bank transfer,No,Both,No,Mobile,33.51242193,105.7436218,0,Action,,1,Male,21,Yes,,BKKCQWPOHH,0,
35,14.40135046,504.0472661,Basic,Mailed check,Yes,Both,No,Mobile,3.995640683,40.73587965,6,Comedy,,6,Male,24,Yes,,3VYTTJWF3S,1,
43,10.87395835,467.5802091,Standard,,No,Both,Yes,Computer,3.134801626,108.5186459,41,Drama,4.478729696,4,,10,No,No,6W8ONKVDV7,1,
62,17.58855249,1090.490254,Premium,Credit card,Yes,Both,No,TV,22.39657291,103.399753,14,Comedy,1.107166243,7,Female,24,No,,8OHY4PJDVC,0,
9,6.576820056,59.1913805,Basic,Credit card,No,Movies,No,Tablet,7.720693155,10.55954107,28,Comedy,4.186817971,2,Male,20,No,,DB37V024VF,0,
118,19.16117967,2261.019201,Standard,Electronic check,No,Both,Yes,Mobile,12.03288267,98.32812237,36,Action,,9,Male,21,No,,LPF96SC93N,0,
77,5.074658863,390.7487324,Basic,Credit card,No,TV Shows,Yes,TV,12.71429155,28.48867002,7,Sci-Fi,2.915367106,5,Female,22,No,,3DWFDWQTFK,1,
115,11.17884018,1285.566621,Standard,Electronic check,No,TV Shows,Yes,Computer,29.10355613,37.79579366,33,Comedy,2.488767229,2,Female,6,No,,UK3MUKUEJY,0,
55,,785.7810093,Premium,Credit card,Yes,TV Shows,Yes,Mobile,23.9549387,39.85908713,5,,1.247498917,4,Female,16,Yes,,FOX2BV2O4O,0,
102,8.086772362,824.850781,Basic,Bank transfer,No,Movies,Yes,Tablet,10.70578262,142.6347907,40,Fantasy,2.763539525,3,Male,20,Yes,Yes,3RR2KKLO1L,0,
83,8.862518164,735.5890076,,Credit card,No,Both,No,Mobile,12.34074477,60.4220289,47,Drama,,8,Male,5,Yes,,4OUVQSSS9U,0,
116,9.249865017,1072.984342,Basic,Electronic check,No,Movies,Yes,Computer,20.31279749,11.44483961,40,Comedy,1.418501144,7,Female,1,Yes,,T9A50KD21Z,0,
19,6.125514978,116.3847846,Basic,Credit card,No,Movies,No,Tablet,6.268261829,148.0597727,29,Comedy,4.601373802,6,Male,13,No,,PO8QJ2Z8HO,0,
64,19.15448812,1225.88724,Premium,Electronic check,Yes,Movies,Yes,Tablet,5.172751964,17.91318089,33,Drama,4.700071953,2,Male,22,No,,Y3V5G1HCTY,0,
31,,,Basic,Electronic check,No,TV Shows,No,Mobile,15.0157414,130.7261486,31,,3.127755278,8,Male,13,No,,S74Y4BOE5G,0,
85,,979.0630663,Standard,Bank transfer,No,Both,No,TV,18.06741365,77.21773934,20,Comedy,2.219642138,5,Male,15,Yes,,YZG6NV5X4V,0,
48,8.416702098,,Basic,Bank transfer,Yes,Both,Yes,Computer,16.26015879,95.09496564,43,Fantasy,1.740133896,6,Male,7,No,,XR2V49I6RU,1,
53,19.34552892,1025.313033,Standard,Bank transfer,No,TV Shows,Yes,Computer,18.68784845,132.1633425,41,Sci-Fi,4.75130876,6,Male,8,Yes,No,TE1OOM5V4T,0,
7,9.112871943,,Standard,,No,Movies,No,TV,27.35700682,51.54664081,46,Drama,3.459171178,7,Female,7,No,,H34GMGSYE2,0,
61,15.76363621,961.5818088,Basic,Credit card,Yes,Both,No,Computer,1.989430537,39.31289644,9,Sci-Fi,3.518966614,1,Male,19,No,,N0Z59F79IY,0,
12,17.03979192,204.477503,Basic,Electronic check,No,TV Shows,No,Tablet,12.43882228,84.63725429,21,Comedy,,4,Male,20,No,,PMZMT39TM8,1,
4,9.386695923,37.54678369,Premium,Credit card,No,Both,No,Computer,9.270005599,175.9761135,42,Comedy,3.126003185,5,Male,10,No,,EB38S923C3,1,
42,19.8310214,832.9028986,Standard,Mailed check,No,Movies,Yes,TV,16.09530187,36.73064189,30,Sci-Fi,1.081123422,5,Male,11,Yes,,7S0GPYV37B,0,
100,19.39617374,1939.617374,Premium,Bank transfer,Yes,Both,Yes,Mobile,20.35829793,104.4322419,2,Drama,2.170086946,2,Female,22,Yes,No,231LG9INNM,0,
80,9.485890208,758.8712167,Basic,Credit card,Yes,Both,Yes,Computer,2.626301607,116.6142778,22,Drama,1.18970656,3,Male,4,Yes,Yes,XUARYP9U38,0,
111,11.56225134,1283.409898,Standard,Bank transfer,No,TV Shows,Yes,TV,12.01352491,144.8916055,35,Drama,3.166852574,2,Male,10,Yes,,1JMFNFQWJ0,0,
116,,1770.498011,Premium,Bank transfer,No,Movies,Yes,Mobile,32.66562067,176.3944291,49,Drama,4.873188576,0,Female,14,No,Yes,ZC098KOD0T,0,
118,13.87000274,1636.660323,Basic,Bank transfer,No,Both,No,Mobile,35.5209559,73.80555811,11,Comedy,1.66341215,4,Male,6,No,Yes,CIAX5QUITW,0,
82,,1542.532433,Basic,Credit card,No,Movies,No,Mobile,3.552703525,105.6016161,17,Drama,,8,Male,21,Yes,,9YWSEVZLZU,0,
3,,58.36260488,Basic,,Yes,Both,Yes,Tablet,21.53231286,152.6934474,21,Drama,2.8040309,5,Male,9,No,,SOENNLS0ZZ,0,
4,16.41761508,65.67046031,Standard,,Yes,Both,Yes,Computer,8.311723463,144.9427459,25,,4.656031491,2,Male,10,No,,9B218BRPRO,1,
41,17.89602979,733.7372212,Premium,Bank transfer,No,Both,No,,15.67358038,129.8150795,40,Comedy,1.941407814,3,Female,17,No,,01YBG6GK64,1,
11,,174.2266164,Basic,,No,Both,Yes,Computer,11.43787113,147.3115014,12,Fantasy,4.257620545,3,Female,16,No,,O7R5D8PQF5,0,
7,8.525064687,59.67545281,Basic,,Yes,Movies,No,TV,21.75028547,135.6758785,1,Action,3.845935779,7,Female,0,No,No,WSC1RLBU1U,1,
17,13.00222187,221.0377718,Basic,,Yes,TV Shows,No,Mobile,1.586006239,19.71131717,14,Drama,,2,Female,18,Yes,,GEWJCYPGI4,0,
82,6.1504442,,,Electronic check,No,TV Shows,Yes,Tablet,5.997497333,136.0866658,3,Fantasy,1.046296914,1,Male,24,No,,FLM86XY0XE,0,
66,,544.5814377,Standard,Credit card,No,Both,No,Mobile,36.23434892,125.3937321,9,Drama,2.597758005,8,Male,12,No,Yes,JWX4CMXFI4,0,
70,16.16662433,1131.663703,Standard,,Yes,Both,Yes,Computer,36.67350746,38.27398072,35,,2.357277319,5,Male,4,No,,9LF5Q2JZR2,0,
89,9.530101643,848.1790462,Premium,Bank transfer,No,TV Shows,Yes,Computer,36.03776269,178.8328399,48,Drama,,3,Male,8,No,Yes,WQ6NX0CG5C,0,
24,19.41791573,466.0299776,,Credit card,No,TV Shows,No,TV,3.382733381,20.95126958,5,,4.985831211,0,Male,7,No,Yes,P5RY6QRLHG,1,
97,,1099.171288,Premium,Credit card,No,TV Shows,No,TV,15.24728865,164.3057994,49,Fantasy,,7,Male,7,Yes,,17TTFHAES7,0,
110,15.16613042,1668.274347,Premium,Electronic check,Yes,Both,Yes,Computer,36.12130197,62.79114564,28,Comedy,3.308581813,1,Male,3,No,,H2BDU1OFU2,0,
105,6.150445615,645.7967896,Standard,,No,Movies,Yes,TV,8.89769077,105.0396817,22,,3.439343895,6,Male,8,Yes,,JC686RQTAE,0,
11,8.489214301,93.38135731,,,No,Both,No,Mobile,30.41472181,98.79806396,7,Sci-Fi,,2,Male,18,Yes,Yes,VTJ25VJ28Y,1,
53,12.8725271,682.2439363,Basic,Bank transfer,No,Movies,No,Tablet,23.06671016,65.05221771,17,Action,4.352617586,6,Female,5,No,,O1SK1I75KK,0,
15,,118.9575328,Basic,Bank transfer,Yes,TV Shows,Yes,TV,29.7951284,130.1140424,40,Action,3.128039602,8,Male,22,No,,247QBESC58,0,
107,14.76106866,,Premium,Credit card,Yes,Both,Yes,TV,23.08307082,32.67446195,47,,,0,Male,10,No,,8HEN296WKP,0,
30,12.54095276,376.2285829,Basic,Electronic check,No,Movies,No,TV,21.74299631,91.52963779,11,Action,,8,Female,17,No,,FX63S23LYD,0,
47,12.28781023,577.5270806,Standard,Credit card,No,Both,No,Computer,29.9774514,21.7547376,47,Fantasy,1.031957151,7,Female,4,Yes,Yes,Z64ASRAUTL,0,
25,6.595695868,164.8923967,Standard,Credit card,No,Both,No,Mobile,26.07462861,143.5943747,49,Comedy,,2,Male,24,Yes,,QWSRP5WYZ7,0,
5,10.4954665,52.47733249,Premium,Credit card,No,TV Shows,Yes,Mobile,25.41104451,89.18115662,23,Fantasy,,9,Male,17,Yes,,V93W1SHM2S,1,
45,,,Premium,,Yes,Movies,Yes,Computer,23.34458973,27.48166044,14,Comedy,,9,Male,2,No,,GW7PEJTX4J,1,
73,19.12870519,,,Credit card,Yes,TV Shows,Yes,Mobile,21.11947981,107.8898053,11,Action,3.83158956,0,Female,17,No,,S4PEXCPIYO,0,
38,10.0177641,380.6750358,Basic,Bank transfer,Yes,Movies,No,Computer,21.12620075,53.49851143,43,Fantasy,1.7913748,2,Female,17,No,Yes,1I391AU3SN,0,
19,8.457707199,,Premium,Credit card,Yes,TV Shows,Yes,Mobile,26.39754587,132.0455361,19,Fantasy,2.93030914,2,Male,13,No,,JQ7BSBM6QG,0,
21,13.66643901,286.9952193,Premium,Credit card,Yes,Movies,Yes,Computer,21.85138638,129.2123762,29,Comedy,2.172468406,5,Female,5,No,,YYRK02CCBH,0,
11,13.17045473,144.875002,Standard,Bank transfer,No,Both,No,TV,29.96336121,107.3325775,33,Fantasy,,8,Male,20,No,,FUDOYZD85H,0,
102,6.024801922,614.5297961,Standard,,No,Movies,No,Tablet,7.460384594,123.0137927,18,Comedy,4.755349323,6,Female,5,No,,3AFD9MOXI7,0,
17,13.52291788,229.889604,Basic,Credit card,No,TV Shows,No,Mobile,22.79290844,141.3187433,47,,,3,Male,10,Yes,,GVCL5UK6MS,0,
20,17.11019936,342.2039872,Basic,Bank transfer,Yes,TV Shows,No,,15.787631,116.3761283,44,,,1,Female,9,No,,GMVQP14J7R,1,
97,16.27565699,1578.738728,Standard,Bank transfer,Yes,Movies,Yes,Mobile,34.06903448,108.0226885,30,Comedy,3.565056524,4,Female,8,No,,TJGXX1GDMF,0,
77,18.29776897,1408.92821,Basic,Credit card,No,Both,No,Mobile,6.05154744,28.70683669,31,Fantasy,2.850931553,3,Male,24,Yes,,TCRTN1NY13,0,
29,19.61083833,568.7143115,Premium,Electronic check,No,Both,Yes,TV,5.444260277,162.6067065,24,Comedy,,9,Male,9,Yes,,J851EH2P0G,1,
13,14.3660329,186.7584277,Standard,Electronic check,No,TV Shows,No,TV,38.75530755,153.9948949,30,Comedy,,1,Male,9,No,,CWILI8TNWV,0,
66,12.3881865,,Standard,Credit card,No,TV Shows,Yes,Mobile,17.00480461,141.7038693,32,Sci-Fi,2.803667867,8,Male,22,Yes,,M0H4U2DO74,0,
97,12.97429546,1258.50666,Premium,Bank transfer,No,TV Shows,No,Mobile,37.98194032,28.12494461,13,Comedy,1.506824927,0,Female,8,No,,0MQSP0FFYD,0,
20,6.271160031,,Standard,Bank transfer,Yes,Movies,No,TV,23.03911622,164.5259107,35,Sci-Fi,,6,Male,20,Yes,,Y9EZJSHPQI,0,
109,9.380608515,1022.486328,Basic,Electronic check,Yes,Both,No,,9.269996125,176.5454196,19,Action,,7,Male,14,Yes,,S26SQPQ7U5,0,
12,,,Premium,,No,Both,Yes,Computer,8.692922195,112.0082698,16,Drama,2.54698002,4,Male,1,No,,4UDTGLTDRJ,0,
73,10.16498238,742.0437135,Premium,Bank transfer,No,Both,Yes,Mobile,4.508917163,82.07110588,26,Comedy,4.966202024,8,Male,11,No,Yes,G1EZWACNA8,0,
81,11.12339776,,,Electronic check,Yes,TV Shows,Yes,TV,36.55076772,14.45135562,18,,,1,,3,Yes,,U1AS552699,0,
31,15.33189865,,Premium,,No,Both,Yes,TV,23.5916008,74.9932717,46,Drama,,8,Female,16,No,,LHJ6RVMAY4,0,
67,7.478566783,,Basic,Electronic check,No,Both,No,TV,16.47922772,175.56983,27,,2.855224282,6,Female,6,No,,2QKQM0YL6O,0,
111,,633.7509011,Basic,Electronic check,Yes,Movies,Yes,Mobile,5.909814891,146.0076736,41,Action,,2,Male,13,Yes,,7MCOJBKEGQ,0,
84,8.259852082,693.8275749,Basic,,Yes,Movies,Yes,TV,22.78554264,40.27328113,22,Comedy,3.705785127,9,Female,8,No,,FQ8OK74DH7,0,
8,5.077880532,40.62304426,Premium,Mailed check,No,TV Shows,No,Mobile,39.76680392,22.28963128,23,Drama,2.855558637,2,Male,8,No,No,EIEJU2NT4X,1,
91,16.10314786,,Basic,,Yes,Both,Yes,Mobile,10.52542724,124.5415932,24,Action,,8,Male,0,Yes,,PEAQVSJN15,0,
48,11.69809448,561.5085348,Premium,Electronic check,Yes,TV Shows,Yes,TV,38.2082802,148.6760902,3,Action,,7,Female,7,No,,3NHSEV9BWD,0,
84,5.490695682,461.2184373,Basic,Credit card,No,TV Shows,No,Mobile,23.11495258,173.7696671,48,,,0,,24,Yes,,C1E00GDFIF,0,
23,16.44079402,378.1382624,Standard,Mailed check,Yes,Both,No,Tablet,20.32316973,81.00480672,37,Drama,1.956161657,0,Male,13,No,Yes,SRLYYCTG1N,0,
20,11.93164427,,Premium,,Yes,Both,No,Computer,39.94908633,167.2877883,22,Sci-Fi,4.486612724,0,Female,19,Yes,Yes,6E2G3DGYJ8,0,
47,7.653821081,359.7295908,Basic,,No,Both,No,TV,24.09105765,107.6635851,34,Comedy,2.282489014,4,Male,19,No,,YG39BTG0JU,0,
17,6.335475777,107.7030882,Premium,,No,TV Shows,Yes,Computer,21.36519956,12.2815395,33,Sci-Fi,2.942639573,1,Male,12,Yes,,KOU9J658LA,1,
78,13.51473646,,Basic,Electronic check,Yes,TV Shows,Yes,TV,22.25184446,20.80503271,8,Drama,2.282481925,4,Female,11,No,,LNX9DZELIL,1,
31,15.09440076,467.9264235,Basic,,No,Movies,Yes,Mobile,25.32938611,44.71292219,6,Fantasy,4.90736772,8,Male,1,No,,4UZI6T8G6Z,1,
82,17.94181604,1471.228915,Basic,Credit card,No,Both,Yes,TV,25.81660092,87.50920802,15,Drama,4.486024902,0,Female,2,No,,UJIY8VEJUM,0,
10,18.10932505,181.0932505,Standard,,No,Movies,Yes,,6.282211378,17.90377519,6,Comedy,2.046840051,2,Male,12,No,,VJJIIWMC8P,1,
108,15.76458838,,,Credit card,No,TV Shows,No,TV,32.28005169,35.30274163,41,Drama,,6,Female,6,No,,JMROOGMJZ2,0,
42,6.196803944,260.2657657,Premium,Credit card,Yes,Movies,No,Computer,14.33936824,143.2009773,46,Drama,2.373114862,8,Male,3,No,,CG6ER9JHQE,0,
6,11.68304849,70.09829096,Basic,Credit card,No,Movies,Yes,Tablet,18.13208568,93.24552449,25,Drama,1.4151609,5,Male,9,Yes,No,VTW9ODT2N5,0,
61,7.29789467,445.1715749,Premium,Electronic check,No,Movies,No,,36.54831657,75.1329244,42,Drama,4.04174118,5,Female,16,No,,0KFIL7C3BI,0,
72,12.54713092,903.3934265,Basic,Mailed check,Yes,TV Shows,No,Mobile,29.00343089,172.0167226,49,Drama,,7,Female,18,No,,N4572BLAAD,0,
23,6.603572552,151.8821687,Basic,Electronic check,No,Both,Yes,,10.98589254,57.6724092,7,Action,2.569011375,5,Male,13,No,,Y2J7XGKB5H,0,
109,6.469235518,705.1466715,Premium,Mailed check,No,Movies,Yes,Mobile,38.57539354,77.10808963,41,Drama,,8,Male,3,Yes,,FFPQV1LUXI,0,
89,18.09509181,1610.463171,Standard,Mailed check,No,Movies,No,Tablet,10.52729874,162.8826557,30,Sci-Fi,3.142136832,9,Male,17,Yes,,MR045Z9MKS,1,
12,8.112030043,97.34436051,Basic,,No,TV Shows,Yes,Mobile,5.647159527,68.91863315,18,Comedy,,3,Male,2,Yes,,NGBJ5DCVMT,0,
111,19.70810329,2187.599465,Basic,Credit card,Yes,Both,No,Computer,39.2554491,19.26046323,2,Fantasy,3.197938689,6,Male,6,No,,3PSTBL1FKV,0,
19,,172.1281094,Premium,,Yes,Both,Yes,TV,39.54212204,56.42868455,6,Sci-Fi,,6,Male,16,Yes,,UIGGYO790T,0,
104,10.55337336,1097.55083,Basic,Credit card,Yes,Both,No,Computer,19.8367094,76.20078694,0,,4.735324619,0,Female,8,No,,3BOFFMJ30P,0,
65,13.21902942,859.2369123,Premium,,No,TV Shows,No,Computer,32.99123133,38.51645317,1,Fantasy,2.258504909,3,Female,14,No,Yes,O5H136RJQH,0,
38,12.12817059,460.8704824,Premium,Electronic check,No,TV Shows,No,,25.25485287,31.92085354,11,Action,4.801749268,7,Female,5,No,,HDKULA3MU9,1,
84,,1500.224822,Standard,Electronic check,No,Movies,Yes,Tablet,18.14689282,13.96972245,25,Sci-Fi,,3,Male,17,Yes,,RYCLOFFCVE,0,
119,,1696.639417,Basic,Electronic check,Yes,TV Shows,No,TV,16.11988164,34.08777064,13,Action,2.924433361,5,Male,13,Yes,,YIVE925TC8,0,
46,12.53980729,576.8311353,Basic,Credit card,No,Movies,No,Computer,21.86893296,159.9490902,7,Drama,4.764516331,7,Male,8,Yes,,930R5P83Z6,0,
60,,,Standard,Electronic check,Yes,Movies,Yes,Computer,25.68491533,76.24934371,2,Action,2.731416072,6,Female,19,Yes,,MJZRU4WA8S,0,
93,13.7568633,1279.388287,Premium,,No,Movies,Yes,Mobile,12.53823936,33.39063036,26,Fantasy,4.856236717,6,Female,19,No,,10Y170E0E1,0,
51,10.88024152,,Basic,Bank transfer,Yes,Movies,No,TV,7.751116369,174.3191369,37,Fantasy,,9,Male,16,No,Yes,59X4IH1HIC,1,
111,16.65077939,,Premium,Bank transfer,Yes,TV Shows,Yes,TV,11.64427454,140.9100087,33,Action,2.543315645,6,Female,13,Yes,,H62649TX8P,1,
109,7.951905698,,Standard,Electronic check,Yes,TV Shows,Yes,TV,12.23340976,54.87497871,25,,2.794565743,4,Male,10,No,Yes,0HYI0IZ5N5,1,
62,11.61377045,720.0537678,Basic,Bank transfer,Yes,Movies,No,Tablet,28.67949422,25.63017617,14,Drama,,9,Female,18,Yes,,DM97EUKZWZ,1,
7,11.90562625,83.33938375,Premium,,No,Both,Yes,TV,14.17273486,172.1702579,18,Comedy,2.52988559,5,Female,11,Yes,,08AXOX9Q5Y,1,
25,5.446858713,136.1714678,Standard,Electronic check,Yes,Movies,Yes,Tablet,9.873258634,105.0646293,21,Drama,3.861566638,7,Male,4,No,No,DEN7OFO4CL,0,
100,6.250829967,625.0829967,Basic,Credit card,No,TV Shows,No,Mobile,21.53166616,120.6712995,46,Comedy,1.459925866,7,Male,0,No,,3S7TJ4OCWW,0,
39,12.9483105,504.9841095,Premium,,No,TV Shows,Yes,TV,39.77573721,174.3377635,6,Fantasy,,0,,12,Yes,,MC56T2MJWG,0,
32,5.673069671,,Standard,Credit card,No,Both,Yes,TV,29.03489281,40.73704426,21,Comedy,4.050041477,8,Male,10,No,,YXGYWNE4G0,0,
66,15.18451375,1002.177907,Basic,Electronic check,No,Movies,Yes,TV,17.17780743,118.4461622,45,,,9,Female,8,No,,JK3GWWWS0B,0,
46,9.462543475,435.2769999,Basic,Bank transfer,No,TV Shows,Yes,TV,29.50519046,168.4872749,19,Drama,4.910469235,9,,11,Yes,,7RES9FLX3B,0,
2,11.06322101,22.12644202,Standard,Credit card,Yes,Both,Yes,Mobile,36.76282343,53.17093354,22,Comedy,,9,Female,19,No,Yes,GLSECWZZV2,0,
26,15.00469388,390.122041,Standard,Electronic check,No,Movies,Yes,Mobile,14.54632599,77.97565016,15,Fantasy,2.696275368,8,Female,1,No,,6CRFO1SD3P,1,
55,19.73915179,1085.653348,Standard,Bank transfer,Yes,Both,Yes,TV,18.18957798,71.77331258,32,Fantasy,4.550036618,7,Female,11,No,,D0WWQ6QFVV,0,
